ID	new_Prepositions_filtered	Imperfective lemma	Perfective lemma	group	Transit/Obj	arg_0	arg_1	arg_2	Examples: !Argument	comments: ?Complement *Collocation/Idiom	Distractors	Verb features
366		ворожить	поворожить		—							
367		воротить	поворотить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
368		воротить	своротить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative				своротил ему нос (*?)		
369		ворсить	наворсить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
370		ворсовать	наворсовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
139		восклицать	воскликнуть	V-SAY	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative						
371	к! на!	восходить	взойти		—	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:на + Gov_Case:Accusative					
372		вощить	навощить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1287		вписываться	вписаться		—	HEAD:Preposition + Base:в + Gov_Case:Accusative						
373	о!	врать	наврать	V-SAY		HEAD:Noun + Case:Dative	HEAD:Preposition + Base:о + Gov_Case:Locative					
374	о!	врать	соврать	V-SAY	—	HEAD:Noun + Case:Dative	HEAD:Preposition + Base:о + Gov_Case:Locative					
375		вредить	навредить		—	HEAD:Noun + Case:Dative	HEAD:Noun + Case:Instrumental		навредил другу попыткой помочь			
376	на! в!	вскакивать	вскочить		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:в + Gov_Case:Accusative					
377	об! про!	вспоминать	вспомнить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:про + Gov_Case:Accusative						
378	на! в!	вставать	встать		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Genitive / HEAD:Preposition + Base:из + Gov_Case:Genitive				
379		встречать	встретить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
380	с!	встречаться	встретиться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
381		вуалировать	завуалировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
382		входить	войти		—							
383		вшиветь	завшиветь		—							
384		вшиветь	обовшиветь		—							
385	из! из-под!	выбивать	выбить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:из-под + Gov_Case:Genitive					
386	из!	выбирать	выбрать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
387	из!	выводить	вывести		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
388	из!	выгонять	выгнать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
389	за!	выдавать	выдать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative						
390		выдерживать	выдержать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
391		выжидать	выждать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
392	на! к!	вызывать	вызвать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:к + Gov_Case:Dative					
393	у!	вызывать	вызвать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:у + Gov_Case:Genitive	HEAD:Preposition + Base:из + Gov_Case:Genitive					
394		выключать	выключить		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental					
395	у!	выкупать	выкупить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:у + Gov_Case:Genitive / HEAD:Preposition + Base:из + Gov_Case:Genitive						
396	из! из-за!	вынимать	вынуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:из-за + Gov_Case:Genitive					
397	за! на*	выпивать	выпить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative		HEAD:Preposition + Base:у + Gov_Case:Genitive				
398		выполнять	выполнить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
399	из!	выпускать	выпустить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
400		выражать	выразить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Noun + Case:Instrumental					
401	о!	выражаться	выразиться		—	HEAD:Preposition + Base:о + Gov_Case:Locative	HEAD:Noun + Case:Instrumental					
402	из!	вырастать	вырасти		—	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:в + Gov_Case:Accusative					
403	из!	выскакивать	выскочить		—	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:на + Gov_Case:Accusative / HEAD:Preposition + Base:в + Gov_Case:Accusative					
404	за! против! перед!	выступать	выступить		—	HEAD:Preposition + Base:за + Gov_Case:Accusative / HEAD:Preposition + Base:на + Gov_Case:Locative / HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:против + Gov_Case:Genitive	HEAD:Preposition + Base:перед + Gov_Case:Instrumental				
405	из! на! из-под! из-за!	вытаскивать	вытащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:у + Gov_Case:Genitive / HEAD:Preposition + Base:из-под + Gov_Case:Genitive / HEAD:Preposition + Base:из-за + Gov_Case:Genitive				
406	на* от!	выть	завыть		—	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Noun + Case:Instrumental		выл волком			
407	по*	вытягиваться	вытянуться		—					*вытягиваться по струнке		
408	на в* из!	выходить	выйти		—	HEAD:Preposition + Base:на + Gov_Case:Accusative / HEAD:Preposition + Base:за + Gov_Case:Instrumental	HEAD:Preposition + Base:из + Gov_Case:Genitive		! из себя	?выходить за едой, *за рамки,  *выходить в люди		
409		вьючить	навьючить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
410	с! между?	вязать	связать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
411	в!	вязнуть	завязнуть		—	HEAD:Preposition + Base:в + Gov_Case:Locative						
412	в!	вязнуть	увязнуть		—	HEAD:Preposition + Base:в + Gov_Case:Locative						
413		вянуть	завянуть		—							
414		вянуть	увянуть		—							
415		гавкать	прогавкать		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
416	на! о!	гадать	погадать		—	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:о + Gov_Case:Locative					
417		гадить	нагадить		—	HEAD:Noun + Case:Dative						
418		гармонировать			—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
419		гарпунить	загарпунить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
420		гасить	загасить		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental					
421		гасить	погасить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
422		гасить	угасить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
18		гаснуть	погаснуть	BECOM	—							
19		гаснуть	угаснуть	BECOM	—							
423		гатить	загатить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
424		гваздаться	загваздаться		—		HEAD:Noun + Case:Instrumental					
425		гваздаться	изгваздаться		—							
426		герметизировать	загерметизировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
427	за! на! от!	гибнуть	погибнуть		—	HEAD:Preposition + Base:за + Gov_Case:Accusative / HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:на + Gov_Case:Locative					
428		гипнотизировать	загипнотизировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental					
429		гипсовать	загипсовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
430	по!	гладить	выгладить		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Noun + Case:Instrumental					
431	по!	гладить	погладить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Noun + Case:Instrumental		! кота рукой по спинке			
432		глотать	проглотить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
20	от!	глохнуть	оглохнуть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
433		глохнуть	заглохнуть		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
434		глупеть	оглупеть		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
435		глупеть	поглупеть		—							
436		глупить	сглупить		—							
437		глушить	заглушить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
438		глушить	оглушить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
439	в!	глядеть	глянуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:на + Gov_Case:Accusative					
440	в!	глядеть	поглядеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:на + Gov_Case:Accusative					
441		глядеться	поглядеться		—	HEAD:Preposition + Base:в + Gov_Case:Accusative						
442		глянцевать	наглянцевать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
443	из! от!	гнать	выгнать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:от + Gov_Case:Genitive					
444	из! от!	гнать	прогнать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:от + Gov_Case:Genitive					
445	за!	гнаться	угнаться		—	HEAD:Preposition + Base:за + Gov_Case:Instrumental						
446	на!	гневаться	прогневаться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
447	на! из-за!	гневаться	разгневаться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:из-за + Gov_Case:Genitive					
448		гневить	прогневить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
449	в!	гнить	сгнить		—							
450		гноить	сгноить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
